purchase_id,customer_id,purchase_date,purchase_amount,product_category,repeat_buyer,customer_segment,promotion_flag,region,inventory_index,year,month,day_of_week,is_weekend,season
100053,CUST0667,2022-06-18,25.9,Clothing,1,New,0,East,259.96,2022,6,Saturday,1,Summer
100054,CUST1083,2024-05-19,60.11,Electronics,1,New,0,West,148.4,2024,5,Sunday,1,Spring
100055,CUST2024,2024-01-22,44.66,Home,1,New,0,Central,228.77,2024,1,Monday,0,Winter
100056,CUST0805,2023-02-07,196.69,Sports,1,High Value,1,West,163.34,2023,2,Tuesday,0,Winter
100057,CUST2309,2024-02-18,57.87,Home,1,New,0,North,121.73,2024,2,Sunday,1,Winter
100058,CUST0919,2022-10-20,29.18,Sports,1,New,0,Central,166.45,2022,10,Thursday,0,Fall
100059,CUST2050,2023-12-04,262.99,Clothing,1,High Value,1,North,201.93,2023,12,Monday,0,Winter
100060,CUST0806,2024-03-03,86.9,Clothing,1,New,0,East,216.14,2024,3,Sunday,1,Spring
100061,CUST2497,2022-01-07,56.9,Sports,1,New,0,West,144.19,2022,1,Friday,0,Winter
100062,CUST2563,2024-10-19,32.76,Clothing,1,New,0,Central,229.84,2024,10,Saturday,1,Fall
100063,CUST2579,2023-03-29,96.78,Sports,1,New,0,West,66.55,2023,3,Wednesday,0,Spring
100064,CUST0930,2023-02-20,98.24,Sports,1,New,0,South,180.3,2023,2,Monday,0,Winter
100065,CUST2151,2024-07-30,280.74,Clothing,1,High Value,1,East,167.71,2024,7,Tuesday,0,Summer
100066,CUST0460,2023-05-04,96.66,Sports,1,New,1,Central,152.13,2023,5,Thursday,0,Spring
100067,CUST0203,2022-04-12,203.98,Home,1,High Value,1,West,132.99,2022,4,Tuesday,0,Spring
100068,CUST2779,2024-11-17,77.32,Clothing,1,New,0,East,139.2,2024,11,Sunday,1,Fall
100069,CUST2027,2023-06-17,436.97,Sports,1,High Value,1,South,129.86,2023,6,Saturday,1,Summer
100070,CUST0422,2023-10-26,79.25,Electronics,1,New,0,East,121.57,2023,10,Thursday,0,Fall
100071,CUST2710,2023-11-25,356.92,Electronics,1,High Value,1,South,91.14,2023,11,Saturday,1,Fall
100072,CUST0179,2022-08-21,77.69,Electronics,1,New,0,Central,206.7,2022,8,Sunday,1,Summer
100073,CUST1566,2022-07-09,451.18,Electronics,1,High Value,1,North,132.26,2022,7,Saturday,1,Summer
100074,CUST1669,2022-11-13,145.09,Sports,1,New,0,Central,147.84,2022,11,Sunday,1,Fall
100075,CUST2846,2023-05-19,73.01,Clothing,1,New,0,West,151.21,2023,5,Friday,0,Spring
100076,CUST1723,2023-12-09,371.84,Clothing,1,High Value,1,Central,237.91,2023,12,Saturday,1,Winter
100077,CUST2195,2023-01-01,63.09,Home,1,New,0,East,191.14,2023,1,Sunday,1,Winter
100078,CUST1048,2022-03-08,178.55,Clothing,1,New,0,East,177.42,2022,3,Tuesday,0,Spring
100079,CUST2721,2023-06-12,60.37,Home,1,New,0,South,122.11,2023,6,Monday,0,Summer
100080,CUST0486,2024-12-16,97.28,Home,1,New,0,East,82.45,2024,12,Monday,0,Winter
100081,CUST0565,2024-07-27,160.16,Clothing,1,New,1,North,98.04,2024,7,Saturday,1,Summer
100082,CUST0460,2023-10-30,236.66,Clothing,3,High Value,1,East,190.44,2023,10,Monday,0,Fall
100083,CUST1972,2022-06-24,148.69,Electronics,1,New,1,South,237.5,2022,6,Friday,0,Summer
100084,CUST1663,2023-03-25,171.02,Electronics,1,New,1,South,113.78,2023,3,Saturday,1,Spring
100085,CUST2891,2022-06-04,228.5,Sports,1,High Value,1,North,170.4,2022,6,Saturday,1,Summer
100086,CUST1193,2024-11-09,78.61,Electronics,1,New,0,North,134.4,2024,11,Saturday,1,Fall
100087,CUST1866,2023-07-17,265.65,Electronics,1,High Value,1,North,152.25,2023,7,Monday,0,Summer
100088,CUST0478,2022-04-12,47.11,Clothing,1,New,0,West,99.64,2022,4,Tuesday,0,Spring
100089,CUST2534,2024-11-14,44.13,Home,1,New,0,Central,180.3,2024,11,Thursday,0,Fall
100090,CUST2428,2022-06-21,95.78,Home,1,New,1,North,181.44,2022,6,Tuesday,0,Summer
100091,CUST2048,2022-07-27,79.52,Electronics,1,New,0,North,196.86,2022,7,Wednesday,0,Summer
100092,CUST2187,2023-01-16,25.07,Electronics,1,New,0,North,181.48,2023,1,Monday,0,Winter
100093,CUST0145,2023-04-21,131.4,Sports,1,New,0,West,200.59,2023,4,Friday,0,Spring
100094,CUST2273,2024-03-23,153.43,Electronics,1,New,0,South,116.66,2024,3,Saturday,1,Spring
100095,CUST0252,2022-05-04,118.26,Sports,1,New,0,South,133.38,2022,5,Wednesday,0,Spring
100096,CUST2370,2024-04-21,65.92,Electronics,1,New,0,South,120.8,2024,4,Sunday,1,Spring
100097,CUST2769,2024-05-07,341.95,Home,1,High Value,1,Central,126.53,2024,5,Tuesday,0,Spring
100098,CUST0350,2024-06-07,260.72,Electronics,1,High Value,1,West,197.39,2024,6,Friday,0,Summer
100099,CUST2974,2023-02-24,92.5,Sports,3,High Value,1,South,109.33,2023,2,Friday,0,Winter
100100,CUST0323,2022-08-24,115.08,Clothing,1,New,0,East,99.69,2022,8,Wednesday,0,Summer
100101,CUST1273,2022-10-19,27.8,Clothing,1,New,0,East,187.27,2022,10,Wednesday,0,Fall
100102,CUST1722,2022-10-19,84.27,Electronics,1,New,0,West,134.12,2022,10,Wednesday,0,Fall
100103,CUST2344,2022-11-08,183.7,Clothing,1,High Value,1,Central,180.03,2022,11,Tuesday,0,Fall
100104,CUST2333,2024-04-20,104.64,Electronics,1,New,0,Central,135.7,2024,4,Saturday,1,Spring
100105,CUST0729,2022-06-17,250.88,Home,1,High Value,1,Central,149.07,2022,6,Friday,0,Summer
100106,CUST2503,2023-12-21,420.79,Electronics,1,High Value,1,North,177.33,2023,12,Thursday,0,Winter
100107,CUST1650,2023-12-29,75.18,Sports,1,New,0,Central,146.59,2023,12,Friday,0,Winter
100108,CUST2839,2022-02-21,87.0,Sports,1,New,0,West,91.09,2022,2,Monday,0,Winter
100109,CUST2364,2023-10-23,194.62,Electronics,1,High Value,0,East,216.75,2023,10,Monday,0,Fall
100110,CUST0732,2022-10-02,126.74,Home,1,New,0,North,61.62,2022,10,Sunday,1,Fall
100111,CUST1120,2022-04-06,220.26,Sports,1,High Value,1,Central,162.81,2022,4,Wednesday,0,Spring
100112,CUST2540,2022-01-07,148.46,Home,1,New,0,North,120.78,2022,1,Friday,0,Winter
100113,CUST0542,2023-03-19,68.97,Electronics,1,New,0,Central,63.5,2023,3,Sunday,1,Spring
100114,CUST2926,2023-02-01,395.06,Sports,1,High Value,1,North,192.06,2023,2,Wednesday,0,Winter
100115,CUST0946,2023-05-15,109.17,Sports,1,New,0,Central,201.89,2023,5,Monday,0,Spring
100116,CUST0945,2022-11-04,298.86,Clothing,1,High Value,1,South,203.27,2022,11,Friday,0,Fall
100117,CUST0667,2024-09-03,116.73,Electronics,2,Occasional,0,North,86.67,2024,9,Tuesday,0,Fall
100118,CUST1372,2022-04-06,339.22,Sports,1,High Value,1,South,210.19,2022,4,Wednesday,0,Spring
100119,CUST1566,2024-11-28,244.79,Clothing,2,High Value,1,North,197.25,2024,11,Thursday,0,Fall
100120,CUST2214,2023-06-19,377.73,Clothing,1,High Value,1,North,122.79,2023,6,Monday,0,Summer
100121,CUST0940,2024-11-21,71.07,Sports,1,New,1,South,206.67,2024,11,Thursday,0,Fall
100122,CUST2657,2022-05-16,345.94,Electronics,1,High Value,1,North,114.5,2022,5,Monday,0,Spring
100123,CUST1616,2023-03-14,196.23,Sports,1,High Value,1,North,176.93,2023,3,Tuesday,0,Spring
100124,CUST0378,2022-09-02,200.09,Electronics,1,High Value,1,Central,105.79,2022,9,Friday,0,Fall
100125,CUST1069,2022-06-10,372.37,Electronics,1,High Value,1,South,156.55,2022,6,Friday,0,Summer
100126,CUST0324,2024-02-27,164.02,Clothing,1,New,0,North,120.83,2024,2,Tuesday,0,Winter
100127,CUST1963,2024-06-24,162.98,Clothing,1,New,1,North,131.14,2024,6,Monday,0,Summer
100128,CUST1110,2024-04-03,61.36,Electronics,1,New,0,South,180.46,2024,4,Wednesday,0,Spring
100129,CUST0728,2022-12-07,166.27,Electronics,3,High Value,1,East,115.93,2022,12,Wednesday,0,Winter
100130,CUST0807,2024-08-07,121.82,Home,1,New,0,East,240.42,2024,8,Wednesday,0,Summer
100131,CUST1460,2022-06-20,89.62,Electronics,1,New,0,East,223.94,2022,6,Monday,0,Summer
100132,CUST1918,2024-08-23,153.14,Electronics,1,New,0,West,181.71,2024,8,Friday,0,Summer
100133,CUST2806,2022-11-29,175.5,Electronics,1,New,1,West,155.61,2022,11,Tuesday,0,Fall
100134,CUST0156,2023-03-22,231.3,Electronics,1,High Value,1,Central,140.91,2023,3,Wednesday,0,Spring
100135,CUST2723,2024-09-25,27.75,Home,1,New,0,North,140.72,2024,9,Wednesday,0,Fall
100136,CUST2567,2022-02-19,188.39,Home,3,High Value,1,North,143.96,2022,2,Saturday,1,Winter
100137,CUST2552,2022-09-22,120.77,Home,1,New,0,Central,143.89,2022,9,Thursday,0,Fall
100138,CUST1157,2023-05-09,193.73,Sports,1,High Value,1,South,132.57,2023,5,Tuesday,0,Spring
100139,CUST2914,2024-01-17,243.48,Clothing,1,High Value,1,West,167.17,2024,1,Wednesday,0,Winter
100140,CUST2526,2023-03-13,56.53,Home,1,New,0,South,158.34,2023,3,Monday,0,Spring
100141,CUST1676,2024-07-05,372.9,Electronics,1,High Value,1,East,114.6,2024,7,Friday,0,Summer
100142,CUST2106,2024-07-26,53.72,Electronics,1,New,0,East,64.68,2024,7,Friday,0,Summer
100143,CUST1590,2024-06-12,384.86,Clothing,1,High Value,1,West,136.87,2024,6,Wednesday,0,Summer
100144,CUST1236,2024-12-13,304.01,Home,1,High Value,1,Central,145.09,2024,12,Friday,0,Winter
100145,CUST1145,2023-11-26,153.55,Clothing,1,New,1,South,158.56,2023,11,Sunday,1,Fall
100146,CUST0021,2024-12-11,25.91,Electronics,1,New,0,South,135.39,2024,12,Wednesday,0,Winter
100147,CUST0532,2024-05-28,35.73,Electronics,1,New,0,North,113.79,2024,5,Tuesday,0,Spring
100148,CUST2442,2024-09-09,112.11,Clothing,1,New,0,Central,181.45,2024,9,Monday,0,Fall
100149,CUST2201,2023-10-05,70.89,Clothing,1,New,0,West,160.98,2023,10,Thursday,0,Fall
100150,CUST2212,2023-12-26,508.44,Electronics,1,High Value,1,Central,123.21,2023,12,Tuesday,0,Winter
100151,CUST0685,2024-11-27,285.21,Clothing,1,High Value,1,Central,96.48,2024,11,Wednesday,0,Fall
100152,CUST1000,2022-12-28,44.08,Sports,1,New,0,South,154.78,2022,12,Wednesday,0,Winter
100153,CUST2623,2024-10-03,28.87,Home,1,New,0,East,76.99,2024,10,Thursday,0,Fall
100154,CUST2513,2022-03-20,19.31,Clothing,1,New,0,West,197.58,2022,3,Sunday,1,Spring
100155,CUST2244,2023-04-25,26.86,Electronics,1,New,0,South,207.84,2023,4,Tuesday,0,Spring
100156,CUST2290,2022-08-12,117.03,Home,1,New,0,North,168.07,2022,8,Friday,0,Summer
100157,CUST2809,2022-01-21,94.86,Electronics,1,New,1,East,104.91,2022,1,Friday,0,Winter
100158,CUST1215,2022-12-18,61.91,Home,1,New,0,West,196.81,2022,12,Sunday,1,Winter
100159,CUST2105,2022-04-13,195.16,Clothing,1,High Value,0,North,106.37,2022,4,Wednesday,0,Spring
100160,CUST1413,2024-01-25,334.22,Clothing,1,High Value,1,South,154.52,2024,1,Thursday,0,Winter
100161,CUST1967,2023-02-04,26.2,Sports,1,New,0,North,128.37,2023,2,Saturday,1,Winter
100162,CUST0061,2024-10-15,343.09,Clothing,1,High Value,1,North,134.37,2024,10,Tuesday,0,Fall
100163,CUST2209,2024-01-11,65.1,Sports,1,New,0,North,133.94,2024,1,Thursday,0,Winter
100164,CUST2792,2023-07-11,119.02,Electronics,1,New,0,North,147.54,2023,7,Tuesday,0,Summer
100165,CUST1015,2023-05-18,73.41,Sports,1,New,0,West,93.07,2023,5,Thursday,0,Spring
100166,CUST0995,2022-11-19,153.6,Clothing,1,New,0,Central,137.49,2022,11,Saturday,1,Fall
100167,CUST2628,2022-08-03,28.26,Sports,1,New,0,South,113.57,2022,8,Wednesday,0,Summer
100168,CUST0675,2023-10-11,119.15,Electronics,1,New,0,West,282.12,2023,10,Wednesday,0,Fall
100169,CUST0944,2024-04-24,134.89,Electronics,1,New,0,North,111.5,2024,4,Wednesday,0,Spring
100170,CUST0925,2024-08-07,327.71,Electronics,1,High Value,1,Central,113.2,2024,8,Wednesday,0,Summer
100171,CUST2806,2024-01-11,94.9,Home,2,Occasional,0,East,143.21,2024,1,Thursday,0,Winter
100172,CUST1895,2022-12-03,139.42,Sports,1,New,0,East,135.45,2022,12,Saturday,1,Winter
100173,CUST2335,2023-07-25,99.46,Electronics,1,New,0,South,143.89,2023,7,Tuesday,0,Summer
100174,CUST1849,2023-03-02,212.51,Electronics,1,High Value,1,South,152.9,2023,3,Thursday,0,Spring
100175,CUST0752,2024-07-31,303.62,Home,1,High Value,1,South,165.13,2024,7,Wednesday,0,Summer
100176,CUST2441,2022-01-22,62.1,Sports,1,New,0,South,172.28,2022,1,Saturday,1,Winter
100177,CUST2516,2022-01-13,93.49,Clothing,1,New,0,West,88.39,2022,1,Thursday,0,Winter
100178,CUST0902,2022-07-14,125.49,Clothing,1,New,1,West,157.74,2022,7,Thursday,0,Summer
100179,CUST0672,2024-11-01,403.12,Sports,1,High Value,1,North,232.71,2024,11,Friday,0,Fall
100180,CUST1465,2022-06-20,89.68,Sports,1,New,0,North,119.17,2022,6,Monday,0,Summer
100181,CUST2516,2024-10-31,111.77,Electronics,2,Occasional,1,Central,151.81,2024,10,Thursday,0,Fall
100182,CUST0421,2022-10-18,89.41,Clothing,1,New,0,North,147.13,2022,10,Tuesday,0,Fall
100183,CUST1292,2022-05-23,114.21,Sports,1,New,0,West,151.33,2022,5,Monday,0,Spring
100184,CUST1834,2024-06-23,125.14,Home,1,New,1,South,109.14,2024,6,Sunday,1,Summer
100185,CUST2689,2022-09-05,477.4,Electronics,1,High Value,1,South,123.94,2022,9,Monday,0,Fall
100186,CUST2227,2023-10-18,91.95,Electronics,1,New,0,North,118.51,2023,10,Wednesday,0,Fall
100187,CUST0302,2024-09-13,95.83,Clothing,1,New,0,East,122.85,2024,9,Friday,0,Fall
100188,CUST1369,2023-04-21,78.76,Sports,1,New,0,South,127.92,2023,4,Friday,0,Spring
100189,CUST2649,2022-03-13,213.65,Clothing,1,High Value,1,East,155.11,2022,3,Sunday,1,Spring
100190,CUST0855,2024-09-14,109.56,Sports,1,New,0,West,170.18,2024,9,Saturday,1,Fall
100191,CUST2891,2023-04-04,21.76,Clothing,2,Occasional,0,East,173.63,2023,4,Tuesday,0,Spring
100192,CUST1591,2022-09-09,56.14,Clothing,1,New,0,West,107.65,2022,9,Friday,0,Fall
100193,CUST1705,2024-04-22,71.26,Sports,1,New,0,South,161.93,2024,4,Monday,0,Spring
100194,CUST0452,2024-03-07,86.29,Sports,1,New,0,Central,164.68,2024,3,Thursday,0,Spring
100195,CUST1265,2023-12-11,236.55,Home,1,High Value,1,Central,163.15,2023,12,Monday,0,Winter
100196,CUST1826,2022-07-12,85.96,Clothing,1,New,0,Central,120.22,2022,7,Tuesday,0,Summer
100197,CUST1012,2023-11-03,433.46,Home,1,High Value,1,South,104.77,2023,11,Friday,0,Fall
100198,CUST0614,2024-10-07,371.48,Sports,1,High Value,1,East,133.52,2024,10,Monday,0,Fall
100199,CUST1446,2022-10-16,165.06,Clothing,1,New,0,East,180.72,2022,10,Sunday,1,Fall
100200,CUST1467,2023-12-27,440.2,Home,1,High Value,1,South,119.49,2023,12,Wednesday,0,Winter
100201,CUST0220,2022-11-10,316.35,Clothing,1,High Value,1,North,186.78,2022,11,Thursday,0,Fall
100202,CUST2577,2024-09-19,166.79,Home,1,New,0,West,151.51,2024,9,Thursday,0,Fall
100203,CUST1051,2024-07-04,96.12,Clothing,1,New,0,South,115.2,2024,7,Thursday,0,Summer
100204,CUST1389,2023-12-20,68.58,Sports,1,New,0,West,190.17,2023,12,Wednesday,0,Winter
100205,CUST0829,2023-10-31,397.47,Clothing,1,High Value,1,South,252.4,2023,10,Tuesday,0,Fall
100206,CUST0837,2024-10-13,167.67,Electronics,1,New,0,North,178.14,2024,10,Sunday,1,Fall
100207,CUST0631,2022-03-03,119.07,Clothing,1,New,0,Central,163.1,2022,3,Thursday,0,Spring
100208,CUST1266,2024-05-22,190.87,Sports,1,High Value,1,North,186.0,2024,5,Wednesday,0,Spring
100209,CUST2994,2022-03-05,67.37,Home,1,New,1,West,156.35,2022,3,Saturday,1,Spring
100210,CUST0866,2024-10-08,128.31,Sports,1,New,0,South,142.86,2024,10,Tuesday,0,Fall
100211,CUST0867,2023-02-16,172.41,Electronics,1,New,0,East,172.77,2023,2,Thursday,0,Winter
100212,CUST0770,2023-06-15,184.83,Electronics,1,High Value,1,East,179.56,2023,6,Thursday,0,Summer
100213,CUST0411,2022-08-21,331.96,Clothing,1,High Value,1,West,168.51,2022,8,Sunday,1,Summer
100214,CUST0904,2022-08-12,76.78,Sports,1,New,0,Central,125.9,2022,8,Friday,0,Summer
100215,CUST2734,2023-07-23,339.46,Electronics,1,High Value,1,South,91.16,2023,7,Sunday,1,Summer
100216,CUST0295,2023-10-26,118.31,Clothing,1,New,0,West,133.76,2023,10,Thursday,0,Fall
100217,CUST0475,2024-10-23,38.92,Clothing,1,New,0,West,112.99,2024,10,Wednesday,0,Fall
100218,CUST2050,2022-06-19,275.89,Electronics,2,High Value,1,West,122.58,2022,6,Sunday,1,Summer
100219,CUST1191,2024-04-15,673.43,Home,1,High Value,1,Central,110.22,2024,4,Monday,0,Spring
100220,CUST1726,2022-10-06,104.56,Home,1,New,1,Central,123.42,2022,10,Thursday,0,Fall
100221,CUST2708,2023-11-16,80.71,Sports,1,New,1,East,129.07,2023,11,Thursday,0,Fall
100222,CUST1419,2022-10-08,137.84,Electronics,1,New,1,North,153.68,2022,10,Saturday,1,Fall
100223,CUST2889,2024-10-12,43.24,Home,1,New,0,South,212.91,2024,10,Saturday,1,Fall
100224,CUST1713,2022-07-21,293.13,Home,1,High Value,1,South,210.86,2022,7,Thursday,0,Summer
100225,CUST0494,2022-12-06,285.45,Electronics,1,High Value,1,North,160.66,2022,12,Tuesday,0,Winter
100226,CUST0462,2024-08-09,253.24,Home,1,High Value,1,East,143.62,2024,8,Friday,0,Summer
100227,CUST1594,2022-01-14,142.32,Clothing,1,New,0,South,184.37,2022,1,Friday,0,Winter
100228,CUST1658,2022-07-25,165.25,Sports,1,New,1,Central,104.48,2022,7,Monday,0,Summer
100229,CUST2486,2022-04-01,23.58,Clothing,1,New,0,West,241.45,2022,4,Friday,0,Spring
100230,CUST0974,2024-09-26,200.36,Home,1,High Value,0,North,170.12,2024,9,Thursday,0,Fall
100231,CUST0989,2022-12-07,64.46,Electronics,1,New,0,Central,82.65,2022,12,Wednesday,0,Winter
100232,CUST1821,2024-04-02,368.72,Sports,1,High Value,1,East,109.28,2024,4,Tuesday,0,Spring
100233,CUST2877,2024-08-05,155.35,Electronics,1,New,0,West,318.66,2024,8,Monday,0,Summer
100234,CUST1529,2023-02-01,67.79,Sports,1,New,0,North,161.8,2023,2,Wednesday,0,Winter
100235,CUST2831,2024-07-13,217.16,Sports,1,High Value,1,South,133.29,2024,7,Saturday,1,Summer
100236,CUST0807,2022-11-30,249.19,Home,3,High Value,1,East,152.84,2022,11,Wednesday,0,Fall
100237,CUST1250,2024-08-29,100.96,Home,1,New,0,North,184.8,2024,8,Thursday,0,Summer
100238,CUST0632,2024-09-03,282.58,Electronics,1,High Value,1,North,145.53,2024,9,Tuesday,0,Fall
100239,CUST0961,2024-06-20,267.38,Clothing,1,High Value,1,South,70.26,2024,6,Thursday,0,Summer
100240,CUST0563,2024-03-07,35.44,Sports,1,New,0,East,145.55,2024,3,Thursday,0,Spring
100241,CUST2385,2024-01-17,151.46,Clothing,1,New,0,North,224.46,2024,1,Wednesday,0,Winter
100242,CUST2943,2024-01-05,41.85,Clothing,1,New,0,Central,140.18,2024,1,Friday,0,Winter
100243,CUST2725,2022-12-08,439.84,Sports,1,High Value,1,Central,93.12,2022,12,Thursday,0,Winter
100244,CUST1166,2024-04-14,99.25,Sports,1,New,0,West,165.04,2024,4,Sunday,1,Spring
100245,CUST2004,2022-06-13,100.04,Sports,1,New,1,South,135.02,2022,6,Monday,0,Summer
100246,CUST0629,2023-01-31,132.16,Clothing,1,New,0,South,182.14,2023,1,Tuesday,0,Winter
100247,CUST0967,2023-10-22,156.82,Sports,1,New,0,South,249.96,2023,10,Sunday,1,Fall
100248,CUST2419,2022-08-26,46.43,Clothing,1,New,0,East,176.43,2022,8,Friday,0,Summer
100249,CUST0326,2022-12-06,248.34,Clothing,1,High Value,1,Central,106.18,2022,12,Tuesday,0,Winter
100250,CUST2627,2022-06-12,148.26,Sports,1,New,0,West,232.45,2022,6,Sunday,1,Summer
100251,CUST2905,2022-03-22,165.95,Home,1,New,0,North,138.33,2022,3,Tuesday,0,Spring
100252,CUST1460,2024-02-23,36.7,Electronics,2,Occasional,0,Central,163.77,2024,2,Friday,0,Winter
100253,CUST0434,2024-07-18,290.2,Home,1,High Value,1,West,89.97,2024,7,Thursday,0,Summer
100254,CUST2369,2023-03-20,73.99,Home,1,New,0,East,125.03,2023,3,Monday,0,Spring
100255,CUST2965,2022-07-11,151.59,Electronics,1,New,1,North,95.02,2022,7,Monday,0,Summer
100256,CUST0373,2022-05-19,73.17,Clothing,1,New,0,North,232.29,2022,5,Thursday,0,Spring
100257,CUST0580,2022-12-24,288.05,Sports,1,High Value,1,Central,197.07,2022,12,Saturday,1,Winter
100258,CUST2306,2024-01-29,57.93,Clothing,1,New,0,South,147.83,2024,1,Monday,0,Winter
100259,CUST2987,2022-01-01,88.72,Electronics,1,New,0,West,181.77,2022,1,Saturday,1,Winter
100260,CUST0289,2023-09-19,41.14,Clothing,1,New,0,East,280.46,2023,9,Tuesday,0,Fall
