purchase_id,customer_id,purchase_date,purchase_amount,product_category,repeat_buyer,customer_segment,promotion_flag,region,inventory_index,year,month,day_of_week,is_weekend,season
100042,CUST1277,2022-12-11,409.31,Sports,1,High Value,1,North,259.12,2022,12,Sunday,1,Winter
100043,CUST1508,2024-03-14,104.56,Electronics,1,New,0,West,200.96,2024,3,Thursday,0,Spring
100044,CUST2326,2024-09-11,105.24,Home,1,New,0,South,271.72,2024,9,Wednesday,0,Fall
100045,CUST0675,2024-06-22,72.8,Clothing,1,New,0,South,130.13,2024,6,Saturday,1,Summer
100046,CUST1493,2022-03-04,88.38,Clothing,1,New,0,East,176.81,2022,3,Friday,0,Spring
100047,CUST0117,2023-02-10,126.19,Sports,1,New,0,Central,143.12,2023,2,Friday,0,Winter
100048,CUST1796,2024-10-23,69.48,Electronics,1,New,0,South,148.86,2024,10,Wednesday,0,Fall
100049,CUST0224,2023-02-06,107.23,Home,1,New,0,North,201.72,2023,2,Monday,0,Winter
100050,CUST1397,2024-06-18,423.81,Clothing,1,High Value,1,Central,263.93,2024,6,Tuesday,0,Summer
100051,CUST2786,2024-01-10,247.74,Sports,1,High Value,1,West,230.36,2024,1,Wednesday,0,Winter
100052,CUST1734,2022-12-05,367.19,Clothing,1,High Value,1,North,183.77,2022,12,Monday,0,Winter
100053,CUST2425,2024-11-06,304.53,Sports,1,High Value,1,South,194.48,2024,11,Wednesday,0,Fall
100054,CUST0624,2022-11-09,142.28,Sports,1,New,1,South,284.08,2022,11,Wednesday,0,Fall
100055,CUST2034,2022-12-09,208.17,Home,1,High Value,1,North,190.1,2022,12,Friday,0,Winter
100056,CUST1422,2023-05-03,361.19,Electronics,1,High Value,1,South,274.64,2023,5,Wednesday,0,Spring
100057,CUST2043,2024-06-24,363.95,Clothing,1,High Value,1,Central,116.92,2024,6,Monday,0,Summer
100058,CUST1412,2022-08-05,27.86,Sports,1,New,0,East,122.8,2022,8,Friday,0,Summer
100059,CUST1488,2023-07-01,116.32,Clothing,1,New,1,North,276.01,2023,7,Saturday,1,Summer
100060,CUST2184,2024-02-05,39.98,Sports,1,New,0,East,135.14,2024,2,Monday,0,Winter
100061,CUST0953,2023-02-06,57.94,Home,1,New,0,West,162.94,2023,2,Monday,0,Winter
100062,CUST2756,2022-08-18,102.67,Electronics,1,New,0,West,180.2,2022,8,Thursday,0,Summer
100063,CUST2308,2024-01-01,33.22,Clothing,1,New,0,Central,175.12,2024,1,Monday,0,Winter
100064,CUST2756,2023-06-03,251.53,Clothing,3,High Value,1,East,264.43,2023,6,Saturday,1,Summer
100065,CUST2353,2022-09-12,67.13,Sports,1,New,0,East,192.93,2022,9,Monday,0,Fall
100066,CUST0672,2022-02-15,50.67,Electronics,1,New,0,North,272.34,2022,2,Tuesday,0,Winter
100067,CUST2893,2024-05-14,55.35,Home,1,New,0,North,153.56,2024,5,Tuesday,0,Spring
100068,CUST0643,2024-05-21,40.28,Electronics,1,New,0,Central,287.87,2024,5,Tuesday,0,Spring
100069,CUST0231,2023-12-27,327.22,Sports,1,High Value,1,West,238.18,2023,12,Wednesday,0,Winter
100070,CUST1709,2022-02-25,24.89,Clothing,1,New,0,South,229.2,2022,2,Friday,0,Winter
100071,CUST2913,2022-07-17,38.75,Electronics,1,New,0,Central,282.87,2022,7,Sunday,1,Summer
100072,CUST1952,2024-04-24,52.12,Clothing,1,New,0,South,151.13,2024,4,Wednesday,0,Spring
100073,CUST1044,2023-09-02,106.97,Sports,1,New,0,East,188.05,2023,9,Saturday,1,Fall
100074,CUST1199,2024-08-06,74.63,Electronics,1,New,0,South,186.04,2024,8,Tuesday,0,Summer
100075,CUST0518,2022-09-30,101.83,Sports,1,New,0,North,218.47,2022,9,Friday,0,Fall
100076,CUST2525,2023-08-02,394.58,Sports,1,High Value,1,West,172.78,2023,8,Wednesday,0,Summer
100077,CUST1716,2022-06-02,317.76,Home,1,High Value,1,Central,183.81,2022,6,Thursday,0,Summer
100078,CUST0390,2023-06-14,106.48,Home,1,New,1,Central,224.71,2023,6,Wednesday,0,Summer
100079,CUST2007,2022-02-08,120.8,Electronics,1,New,1,North,138.35,2022,2,Tuesday,0,Winter
100080,CUST1919,2024-01-24,88.45,Clothing,1,New,0,Central,180.8,2024,1,Wednesday,0,Winter
100081,CUST2907,2024-09-19,127.53,Clothing,1,New,0,North,248.15,2024,9,Thursday,0,Fall
100082,CUST2666,2022-02-07,106.31,Home,1,New,0,East,151.76,2022,2,Monday,0,Winter
100083,CUST0343,2023-02-24,71.57,Home,1,New,0,Central,143.16,2023,2,Friday,0,Winter
100084,CUST1618,2024-10-31,196.05,Electronics,1,High Value,1,North,280.9,2024,10,Thursday,0,Fall
100085,CUST2691,2022-09-09,105.69,Sports,1,New,0,West,260.8,2022,9,Friday,0,Fall
100086,CUST1843,2023-11-24,370.39,Sports,1,High Value,1,North,153.99,2023,11,Friday,0,Fall
100087,CUST1119,2022-01-06,27.54,Electronics,1,New,0,North,255.98,2022,1,Thursday,0,Winter
100088,CUST2850,2023-03-17,78.94,Clothing,1,New,0,North,133.62,2023,3,Friday,0,Spring
100089,CUST1491,2023-10-16,77.29,Sports,1,New,0,North,167.24,2023,10,Monday,0,Fall
100090,CUST0119,2024-11-20,305.21,Electronics,1,High Value,1,South,170.99,2024,11,Wednesday,0,Fall
100091,CUST1861,2022-09-15,81.64,Home,1,New,0,West,154.88,2022,9,Thursday,0,Fall
100092,CUST2971,2024-03-12,64.31,Clothing,1,New,0,East,132.13,2024,3,Tuesday,0,Spring
100093,CUST1851,2024-05-14,134.99,Home,1,New,0,North,284.14,2024,5,Tuesday,0,Spring
100094,CUST0604,2023-02-26,92.47,Electronics,1,New,0,East,256.77,2023,2,Sunday,1,Winter
100095,CUST2211,2024-02-06,113.48,Sports,1,New,0,North,273.22,2024,2,Tuesday,0,Winter
100096,CUST0285,2022-02-26,123.6,Clothing,1,New,0,West,255.28,2022,2,Saturday,1,Winter
100097,CUST1624,2024-01-09,26.8,Home,1,New,0,East,173.8,2024,1,Tuesday,0,Winter
100098,CUST1853,2024-05-19,118.01,Clothing,1,New,0,North,103.2,2024,5,Sunday,1,Spring
100099,CUST2239,2022-08-29,59.97,Sports,1,New,0,West,272.31,2022,8,Monday,0,Summer
100100,CUST1490,2022-08-04,105.15,Electronics,1,New,0,Central,132.49,2022,8,Thursday,0,Summer
100101,CUST1908,2024-10-13,125.97,Clothing,1,New,0,West,136.07,2024,10,Sunday,1,Fall
100102,CUST0491,2022-03-23,20.92,Clothing,1,New,0,Central,205.6,2022,3,Wednesday,0,Spring
100103,CUST1133,2022-01-27,20.96,Home,1,New,0,South,149.17,2022,1,Thursday,0,Winter
100104,CUST1994,2022-12-19,292.72,Electronics,1,High Value,1,West,130.09,2022,12,Monday,0,Winter
100105,CUST0020,2024-05-20,72.99,Electronics,1,New,0,North,168.71,2024,5,Monday,0,Spring
100106,CUST1348,2022-06-18,332.53,Clothing,1,High Value,1,West,222.48,2022,6,Saturday,1,Summer
100107,CUST2812,2023-04-26,88.54,Sports,1,New,0,South,110.08,2023,4,Wednesday,0,Spring
100108,CUST1571,2024-05-25,36.86,Electronics,1,New,0,West,274.89,2024,5,Saturday,1,Spring
100109,CUST2706,2024-11-19,408.02,Clothing,1,High Value,1,West,187.59,2024,11,Tuesday,0,Fall
100110,CUST1301,2024-04-09,169.41,Clothing,1,New,1,West,292.85,2024,4,Tuesday,0,Spring
100111,CUST1598,2022-01-16,93.05,Home,1,New,0,North,109.95,2022,1,Sunday,1,Winter
100112,CUST2643,2023-11-18,254.5,Sports,1,High Value,1,West,214.14,2023,11,Saturday,1,Fall
100113,CUST0594,2023-07-18,146.47,Home,1,New,1,East,196.18,2023,7,Tuesday,0,Summer
100114,CUST0082,2024-07-26,76.34,Home,1,New,1,North,274.01,2024,7,Friday,0,Summer
100115,CUST0272,2024-07-08,75.26,Sports,1,New,1,Central,229.7,2024,7,Monday,0,Summer
100116,CUST0167,2022-12-24,178.55,Clothing,1,New,1,South,270.79,2022,12,Saturday,1,Winter
100117,CUST2871,2022-02-10,57.44,Home,1,New,0,North,225.82,2022,2,Thursday,0,Winter
100118,CUST2621,2023-03-15,100.67,Electronics,1,New,0,South,157.99,2023,3,Wednesday,0,Spring
100119,CUST0716,2023-03-30,126.47,Clothing,1,New,0,West,119.73,2023,3,Thursday,0,Spring
100120,CUST1654,2022-03-09,226.04,Clothing,1,High Value,1,East,138.15,2022,3,Wednesday,0,Spring
100121,CUST0050,2022-02-05,326.8,Clothing,1,High Value,1,East,297.61,2022,2,Saturday,1,Winter
100122,CUST2953,2024-12-23,272.13,Clothing,1,High Value,1,South,202.89,2024,12,Monday,0,Winter
100123,CUST2927,2022-08-25,78.16,Sports,1,New,0,North,262.12,2022,8,Thursday,0,Summer
100124,CUST2701,2022-02-08,40.67,Sports,1,New,0,East,140.81,2022,2,Tuesday,0,Winter
100125,CUST1200,2022-08-30,144.22,Clothing,1,New,0,West,120.83,2022,8,Tuesday,0,Summer
100126,CUST1483,2024-07-22,95.62,Electronics,1,New,1,North,122.52,2024,7,Monday,0,Summer
100127,CUST2303,2023-07-25,44.92,Home,1,New,0,Central,198.76,2023,7,Tuesday,0,Summer
100128,CUST0849,2022-12-23,422.84,Clothing,1,High Value,1,North,253.37,2022,12,Friday,0,Winter
100129,CUST2723,2023-03-22,119.07,Clothing,1,New,0,East,129.01,2023,3,Wednesday,0,Spring
100130,CUST0413,2023-07-20,382.55,Sports,1,High Value,1,South,107.75,2023,7,Thursday,0,Summer
100131,CUST1519,2024-06-15,60.63,Sports,1,New,0,North,219.56,2024,6,Saturday,1,Summer
100132,CUST2528,2022-05-21,58.41,Sports,1,New,0,West,294.4,2022,5,Saturday,1,Spring
100133,CUST0198,2022-08-03,112.57,Electronics,1,New,1,Central,145.61,2022,8,Wednesday,0,Summer
100134,CUST0051,2024-10-13,26.76,Home,1,New,0,South,166.62,2024,10,Sunday,1,Fall
100135,CUST0056,2023-08-30,139.27,Home,1,New,0,Central,238.89,2023,8,Wednesday,0,Summer
100136,CUST0231,2023-01-06,59.44,Sports,2,Occasional,0,South,110.02,2023,1,Friday,0,Winter
100137,CUST1687,2022-11-03,309.59,Sports,1,High Value,1,East,250.96,2022,11,Thursday,0,Fall
100138,CUST1542,2024-04-29,100.2,Sports,1,New,0,South,277.27,2024,4,Monday,0,Spring
100139,CUST2872,2023-07-08,326.67,Home,1,High Value,1,North,294.33,2023,7,Saturday,1,Summer
100140,CUST1580,2024-06-09,368.21,Home,1,High Value,1,North,140.82,2024,6,Sunday,1,Summer
100141,CUST0034,2023-03-27,43.59,Sports,1,New,0,West,222.62,2023,3,Monday,0,Spring
100142,CUST1655,2022-09-11,47.97,Sports,1,New,0,South,175.78,2022,9,Sunday,1,Fall
100143,CUST1709,2022-09-04,64.19,Home,2,Occasional,0,East,279.59,2022,9,Sunday,1,Fall
100144,CUST0710,2024-09-18,106.15,Home,1,New,0,East,272.8,2024,9,Wednesday,0,Fall
100145,CUST2932,2023-05-07,200.5,Electronics,1,High Value,1,West,283.65,2023,5,Sunday,1,Spring
100146,CUST1993,2024-09-27,96.64,Home,1,New,0,Central,256.45,2024,9,Friday,0,Fall
100147,CUST1786,2023-11-20,25.76,Clothing,1,New,0,West,183.45,2023,11,Monday,0,Fall
100148,CUST2934,2023-08-08,90.75,Electronics,1,New,0,Central,175.03,2023,8,Tuesday,0,Summer
100149,CUST1644,2023-10-14,128.04,Home,1,New,0,North,202.78,2023,10,Saturday,1,Fall
100150,CUST0394,2023-06-25,107.49,Electronics,1,New,0,North,172.35,2023,6,Sunday,1,Summer
100151,CUST1074,2023-04-18,338.71,Electronics,1,High Value,1,West,180.85,2023,4,Tuesday,0,Spring
100152,CUST2306,2024-08-23,107.69,Electronics,1,New,0,West,165.3,2024,8,Friday,0,Summer
100153,CUST2432,2022-10-18,31.17,Home,1,New,0,West,139.79,2022,10,Tuesday,0,Fall
100154,CUST2854,2023-03-04,272.26,Sports,1,High Value,1,Central,110.53,2023,3,Saturday,1,Spring
100155,CUST0210,2023-11-14,291.1,Home,1,High Value,1,East,247.55,2023,11,Tuesday,0,Fall
100156,CUST1618,2022-10-12,20.01,Electronics,2,Occasional,0,East,173.65,2022,10,Wednesday,0,Fall
100157,CUST2493,2022-02-01,97.8,Electronics,1,New,0,East,279.56,2022,2,Tuesday,0,Winter
100158,CUST1059,2022-07-16,210.75,Home,1,High Value,1,South,253.11,2022,7,Saturday,1,Summer
100159,CUST2602,2022-05-05,63.89,Sports,1,New,0,West,147.69,2022,5,Thursday,0,Spring
100160,CUST1734,2022-07-12,317.23,Home,2,High Value,1,South,287.59,2022,7,Tuesday,0,Summer
100161,CUST1173,2024-01-16,95.88,Clothing,1,New,0,East,276.12,2024,1,Tuesday,0,Winter
100162,CUST1686,2022-01-22,129.42,Home,1,New,0,South,263.87,2022,1,Saturday,1,Winter
100163,CUST1960,2024-08-05,55.35,Sports,1,New,0,Central,152.51,2024,8,Monday,0,Summer
100164,CUST2668,2023-11-19,330.95,Home,1,High Value,1,North,260.11,2023,11,Sunday,1,Fall
100165,CUST1310,2023-08-06,124.68,Clothing,1,New,0,East,243.73,2023,8,Sunday,1,Summer
100166,CUST0205,2023-04-27,113.4,Clothing,1,New,0,South,250.58,2023,4,Thursday,0,Spring
100167,CUST0654,2023-04-11,106.93,Clothing,1,New,0,East,128.22,2023,4,Tuesday,0,Spring
100168,CUST2203,2024-06-21,52.8,Home,1,New,0,Central,168.34,2024,6,Friday,0,Summer
100169,CUST1835,2024-05-03,43.01,Sports,1,New,0,West,247.85,2024,5,Friday,0,Spring
100170,CUST0746,2024-07-07,171.26,Electronics,1,New,1,Central,199.4,2024,7,Sunday,1,Summer
100171,CUST2736,2024-11-23,149.32,Clothing,1,New,0,East,266.43,2024,11,Saturday,1,Fall
100172,CUST2015,2024-07-13,283.82,Home,1,High Value,1,West,151.94,2024,7,Saturday,1,Summer
100173,CUST1468,2023-10-22,80.43,Clothing,1,New,0,North,272.35,2023,10,Sunday,1,Fall
100174,CUST0456,2024-04-19,107.16,Sports,1,New,0,South,294.36,2024,4,Friday,0,Spring
100175,CUST1696,2023-02-09,133.22,Sports,1,New,0,Central,212.54,2023,2,Thursday,0,Winter
100176,CUST1300,2022-05-29,40.55,Clothing,1,New,0,East,146.9,2022,5,Sunday,1,Spring
100177,CUST0941,2023-08-23,29.99,Home,1,New,0,South,122.61,2023,8,Wednesday,0,Summer
100178,CUST2860,2024-10-20,44.46,Electronics,1,New,0,South,295.68,2024,10,Sunday,1,Fall
100179,CUST1482,2023-07-04,63.56,Electronics,1,New,0,South,160.58,2023,7,Tuesday,0,Summer
100180,CUST0655,2024-12-02,352.0,Clothing,1,High Value,1,South,178.38,2024,12,Monday,0,Winter
100181,CUST2864,2024-05-20,63.02,Sports,1,New,0,West,250.11,2024,5,Monday,0,Spring
100182,CUST1707,2023-05-06,102.84,Electronics,1,New,0,Central,212.29,2023,5,Saturday,1,Spring
100183,CUST2938,2022-05-18,140.98,Electronics,1,New,0,Central,133.57,2022,5,Wednesday,0,Spring
100184,CUST0544,2023-04-24,22.37,Home,1,New,0,North,139.48,2023,4,Monday,0,Spring
100185,CUST0985,2023-03-08,80.55,Clothing,1,New,0,West,203.55,2023,3,Wednesday,0,Spring
100186,CUST1342,2022-07-31,305.79,Clothing,1,High Value,1,West,141.34,2022,7,Sunday,1,Summer
100187,CUST2433,2023-03-30,65.97,Electronics,1,New,0,East,141.03,2023,3,Thursday,0,Spring
100188,CUST2331,2022-05-25,104.59,Sports,1,New,0,South,239.79,2022,5,Wednesday,0,Spring
100189,CUST1010,2023-06-06,223.27,Clothing,1,High Value,1,Central,115.38,2023,6,Tuesday,0,Summer
100190,CUST2116,2024-09-20,54.81,Electronics,1,New,0,South,199.5,2024,9,Friday,0,Fall
100191,CUST0985,2023-09-28,119.36,Electronics,2,Occasional,0,North,295.81,2023,9,Thursday,0,Fall
100192,CUST2327,2023-08-24,101.9,Sports,1,New,0,South,222.4,2023,8,Thursday,0,Summer
100193,CUST2866,2023-04-30,84.07,Clothing,1,New,0,Central,117.1,2023,4,Sunday,1,Spring
100194,CUST0263,2022-08-27,45.91,Sports,1,New,0,South,127.83,2022,8,Saturday,1,Summer
100195,CUST2961,2023-11-17,200.38,Electronics,1,High Value,1,Central,183.81,2023,11,Friday,0,Fall
100196,CUST0597,2024-12-16,103.44,Electronics,1,New,1,West,237.01,2024,12,Monday,0,Winter
100197,CUST0165,2023-11-02,187.71,Home,1,High Value,1,East,160.86,2023,11,Thursday,0,Fall
100198,CUST0779,2022-11-16,81.81,Sports,1,New,0,Central,185.69,2022,11,Wednesday,0,Fall
100199,CUST2639,2023-08-01,69.07,Electronics,1,New,0,East,156.82,2023,8,Tuesday,0,Summer
100200,CUST0333,2023-02-17,334.47,Home,1,High Value,1,East,236.79,2023,2,Friday,0,Winter
100201,CUST2165,2022-03-16,113.4,Sports,1,New,0,South,258.21,2022,3,Wednesday,0,Spring
100202,CUST0614,2023-02-26,201.92,Clothing,1,High Value,1,West,130.0,2023,2,Sunday,1,Winter
100203,CUST1198,2022-06-24,82.46,Sports,1,New,1,East,285.67,2022,6,Friday,0,Summer
100204,CUST2348,2024-09-19,146.41,Home,1,New,0,Central,198.73,2024,9,Thursday,0,Fall
100205,CUST1776,2023-12-10,100.77,Home,1,New,1,West,289.94,2023,12,Sunday,1,Winter
100206,CUST0812,2022-09-28,94.97,Electronics,1,New,0,Central,199.17,2022,9,Wednesday,0,Fall
100207,CUST0825,2023-10-16,184.92,Clothing,1,High Value,1,West,150.52,2023,10,Monday,0,Fall
100208,CUST1159,2024-02-06,77.13,Electronics,1,New,0,East,268.13,2024,2,Tuesday,0,Winter
100209,CUST2716,2022-08-29,98.19,Home,1,New,0,West,289.73,2022,8,Monday,0,Summer
100210,CUST2035,2023-06-28,20.84,Sports,1,New,0,North,134.59,2023,6,Wednesday,0,Summer
100211,CUST0347,2024-04-26,56.57,Sports,1,New,0,South,213.49,2024,4,Friday,0,Spring
100212,CUST1781,2023-01-14,182.73,Electronics,1,High Value,1,South,160.17,2023,1,Saturday,1,Winter
100213,CUST2019,2024-03-28,98.25,Home,1,New,0,Central,191.44,2024,3,Thursday,0,Spring
100214,CUST0942,2024-12-16,287.7,Electronics,1,High Value,1,East,223.47,2024,12,Monday,0,Winter
100215,CUST0175,2022-01-11,136.74,Home,1,New,0,Central,102.65,2022,1,Tuesday,0,Winter
100216,CUST1236,2024-01-06,147.91,Electronics,1,New,0,North,129.95,2024,1,Saturday,1,Winter
100217,CUST2207,2023-10-09,34.28,Sports,1,New,0,North,158.93,2023,10,Monday,0,Fall
100218,CUST1181,2023-07-20,112.73,Clothing,1,New,1,West,187.39,2023,7,Thursday,0,Summer
100219,CUST0639,2023-02-21,42.76,Home,1,New,0,South,197.26,2023,2,Tuesday,0,Winter
100220,CUST0434,2022-04-13,113.31,Clothing,1,New,0,Central,100.63,2022,4,Wednesday,0,Spring
100221,CUST1194,2023-06-05,140.3,Electronics,1,New,0,Central,141.85,2023,6,Monday,0,Summer
100222,CUST1555,2024-12-23,307.78,Clothing,1,High Value,1,East,227.24,2024,12,Monday,0,Winter
100223,CUST1621,2022-08-04,137.93,Home,1,New,0,Central,208.98,2022,8,Thursday,0,Summer
100224,CUST2333,2024-03-17,115.13,Sports,1,New,0,North,189.73,2024,3,Sunday,1,Spring
100225,CUST0326,2022-07-08,340.94,Electronics,1,High Value,1,East,228.56,2022,7,Friday,0,Summer
100226,CUST2630,2022-08-29,66.82,Electronics,1,New,0,South,208.13,2022,8,Monday,0,Summer
100227,CUST2815,2024-09-01,38.39,Sports,1,New,0,West,119.88,2024,9,Sunday,1,Fall
100228,CUST2826,2022-04-05,121.16,Home,1,New,0,South,164.19,2022,4,Tuesday,0,Spring
100229,CUST2241,2024-03-17,113.11,Sports,1,New,0,West,294.34,2024,3,Sunday,1,Spring
100230,CUST0172,2024-08-30,82.71,Electronics,1,New,1,North,276.09,2024,8,Friday,0,Summer
100231,CUST0243,2023-04-01,37.52,Clothing,1,New,0,North,205.25,2023,4,Saturday,1,Spring
100232,CUST2537,2022-09-07,124.17,Electronics,1,New,0,East,271.35,2022,9,Wednesday,0,Fall
100233,CUST1876,2023-01-10,58.64,Electronics,1,New,0,South,235.84,2023,1,Tuesday,0,Winter
100234,CUST2744,2022-03-16,160.2,Clothing,1,New,1,Central,258.41,2022,3,Wednesday,0,Spring
100235,CUST2951,2024-06-12,123.22,Electronics,1,New,1,West,126.42,2024,6,Wednesday,0,Summer
100236,CUST0310,2023-07-26,124.13,Sports,1,New,0,South,190.44,2023,7,Wednesday,0,Summer
100237,CUST2965,2023-10-03,255.87,Electronics,1,High Value,1,North,174.93,2023,10,Tuesday,0,Fall
100238,CUST0027,2023-12-29,439.13,Clothing,1,High Value,1,Central,127.26,2023,12,Friday,0,Winter
100239,CUST0389,2022-12-03,254.32,Clothing,1,High Value,1,South,134.41,2022,12,Saturday,1,Winter
100240,CUST0160,2024-07-10,235.41,Home,1,High Value,1,East,279.73,2024,7,Wednesday,0,Summer
100241,CUST0219,2023-08-21,61.37,Sports,1,New,0,North,196.64,2023,8,Monday,0,Summer
100242,CUST0003,2023-01-12,64.66,Sports,1,New,0,North,159.97,2023,1,Thursday,0,Winter
100243,CUST0220,2022-10-02,85.63,Clothing,1,New,0,North,211.9,2022,10,Sunday,1,Fall
100244,CUST0633,2023-10-15,53.77,Home,1,New,0,South,242.61,2023,10,Sunday,1,Fall
100245,CUST0292,2022-04-11,124.64,Home,1,New,0,West,178.38,2022,4,Monday,0,Spring
100246,CUST1846,2022-08-23,83.31,Electronics,1,New,0,West,294.19,2022,8,Tuesday,0,Summer
100247,CUST1892,2024-01-09,62.54,Home,1,New,0,North,164.85,2024,1,Tuesday,0,Winter
100248,CUST2701,2022-08-15,181.67,Electronics,3,High Value,1,West,116.92,2022,8,Monday,0,Summer
100249,CUST2156,2024-02-05,26.53,Clothing,1,New,0,West,192.3,2024,2,Monday,0,Winter
100250,CUST2277,2023-01-30,25.29,Electronics,1,New,0,Central,292.56,2023,1,Monday,0,Winter
100251,CUST0611,2023-08-22,69.32,Home,1,New,0,Central,290.91,2023,8,Tuesday,0,Summer
100252,CUST0568,2024-10-20,67.1,Electronics,1,New,0,West,194.07,2024,10,Sunday,1,Fall
100253,CUST0778,2022-02-05,149.71,Sports,1,New,0,Central,188.27,2022,2,Saturday,1,Winter
100254,CUST1297,2022-02-13,57.77,Electronics,1,New,0,North,193.49,2022,2,Sunday,1,Winter
100255,CUST0391,2022-03-05,56.94,Electronics,1,New,0,South,252.37,2022,3,Saturday,1,Spring
100256,CUST1149,2022-04-07,129.55,Electronics,1,New,1,South,216.05,2022,4,Thursday,0,Spring
100257,CUST1515,2022-08-27,20.3,Electronics,1,New,0,Central,142.44,2022,8,Saturday,1,Summer
100258,CUST1071,2024-12-07,44.47,Home,1,New,0,East,223.46,2024,12,Saturday,1,Winter
100259,CUST0880,2024-05-23,83.97,Sports,1,New,0,East,288.44,2024,5,Thursday,0,Spring
100260,CUST0074,2022-04-03,83.23,Clothing,1,New,0,Central,237.51,2022,4,Sunday,1,Spring
100261,CUST0367,2022-04-28,121.89,Clothing,1,New,0,North,236.6,2022,4,Thursday,0,Spring
